label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,market_segment_type,no_of_special_requests
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",258,2018,9,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",151,2018,1,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",302,2018,9,Online,0
2,2,1,0,2,"Meal Plan 1",0,"Room_Type 4",12,2018,6,Online,3
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",254,2018,9,Online,1
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 4",2,2018,11,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",10,2018,11,Online,2
0,2,0,1,0,"Not Selected",0,"Room_Type 1",1,2018,5,Online,0
2,2,2,0,1,"Meal Plan 1",0,"Room_Type 6",60,2018,12,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",193,2018,9,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",131,2018,6,Online,0
0,1,0,1,1,"Not Selected",0,"Room_Type 1",83,2018,11,Online,1
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 5",102,2018,5,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",3,2017,12,Offline,0
1,2,0,1,2,"Not Selected",0,"Room_Type 1",5,2018,3,Online,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",29,2017,9,Online,1
1,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",11,2017,10,Online,0
1,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",126,2018,6,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,Offline,0
0,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",33,2018,3,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",5,2018,10,Online,2
2,1,0,2,1,"Not Selected",0,"Room_Type 1",6,2018,9,Online,2
0,2,0,0,1,"Not Selected",0,"Room_Type 1",191,2018,11,Online,0
1,1,0,2,3,"Meal Plan 1",0,"Room_Type 1",81,2018,7,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,2018,8,Corporate,0
0,2,0,0,3,"Not Selected",0,"Room_Type 1",54,2018,11,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",154,2018,8,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",29,2018,5,Online,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",23,2018,4,Online,1
0,2,0,2,4,"Not Selected",0,"Room_Type 1",109,2018,7,Online,0
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",97,2018,3,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",7,2018,9,Online,1
1,2,1,2,2,"Meal Plan 1",0,"Room_Type 1",103,2018,5,Online,2
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",33,2018,5,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",127,2018,5,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",124,2018,8,Online,1
2,2,1,1,3,"Meal Plan 1",0,"Room_Type 4",85,2018,8,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",10,2018,10,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",29,2018,3,Online,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,8,Online,0
1,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",122,2018,3,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",112,2018,6,Offline,1
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",12,2018,7,Online,2
0,2,0,2,2,"Not Selected",0,"Room_Type 1",208,2018,7,Online,0
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 1",40,2018,3,Online,2
0,2,1,0,2,"Meal Plan 1",0,"Room_Type 4",43,2018,11,Complementary,2
2,3,0,2,5,"Meal Plan 1",0,"Room_Type 1",215,2018,11,Online,0
2,2,0,2,1,"Not Selected",0,"Room_Type 1",12,2018,9,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",76,2017,9,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",113,2018,6,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",28,2018,5,Online,1
1,1,0,0,2,"Not Selected",0,"Room_Type 1",7,2018,10,Online,1
2,1,0,1,1,"Meal Plan 1",1,"Room_Type 1",1,2018,8,Online,1
2,2,0,2,3,"Meal Plan 1",1,"Room_Type 4",69,2018,6,Online,1
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",301,2018,7,Online,1
1,1,0,1,4,"Meal Plan 1",0,"Room_Type 1",190,2018,6,Offline,0
0,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",3,2018,4,Offline,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 2",381,2018,12,Online,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,1,Online,0
0,1,0,0,2,"Meal Plan 1",1,"Room_Type 1",0,2018,3,Corporate,1
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",57,2018,10,Online,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",230,2018,9,Online,1
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",12,2018,2,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",64,2018,4,Online,1
2,2,0,2,2,"Meal Plan 2",0,"Room_Type 1",37,2018,6,Online,2
1,2,0,0,1,"Not Selected",0,"Room_Type 1",11,2018,12,Online,0
0,2,0,2,1,"Not Selected",0,"Room_Type 1",30,2018,3,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,2018,6,Offline,0
2,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",91,2018,8,Online,0
2,2,0,1,4,"Meal Plan 1",0,"Room_Type 4",64,2018,11,Online,0
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",231,2018,12,Online,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",103,2018,7,Online,0
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",237,2018,10,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 5",12,2018,9,Online,1
0,2,0,2,2,"Not Selected",0,"Room_Type 1",109,2018,3,Online,0
1,2,0,2,1,"Not Selected",0,"Room_Type 1",40,2018,3,Online,1
1,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",17,2018,6,Online,1
1,2,0,0,2,"Not Selected",0,"Room_Type 1",53,2018,9,Online,2
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",43,2018,10,Online,2
2,2,0,0,3,"Not Selected",0,"Room_Type 1",58,2018,5,Online,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",73,2018,3,Offline,0
1,2,0,0,2,"Meal Plan 1",1,"Room_Type 1",76,2017,10,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,2018,9,Online,0
2,2,0,0,2,"Meal Plan 1",1,"Room_Type 1",188,2018,9,Online,2
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",248,2018,8,Online,1
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",64,2018,5,Corporate,0
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",21,2018,8,Online,3
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",24,2018,3,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",113,2018,11,Online,2
2,2,2,1,2,"Meal Plan 1",0,"Room_Type 6",71,2018,4,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",13,2017,9,Offline,1
2,2,1,0,3,"Meal Plan 1",0,"Room_Type 1",88,2018,5,Online,2
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",27,2017,9,Offline,0
2,2,1,2,4,"Meal Plan 1",0,"Room_Type 1",68,2018,5,Online,0
1,2,0,0,3,"Not Selected",0,"Room_Type 1",13,2018,10,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",1,2017,8,Corporate,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",21,2018,5,Online,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",8,2017,12,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",111,2018,4,Online,1
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",11,2018,5,Offline,0
2,2,0,0,1,"Not Selected",0,"Room_Type 1",8,2018,9,Online,3
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",30,2018,7,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",184,2018,10,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,2018,8,Online,1
2,3,0,2,1,"Meal Plan 2",0,"Room_Type 4",20,2018,2,Online,2
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",106,2018,5,Offline,1
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",34,2018,10,Online,1
0,2,0,0,3,"Not Selected",0,"Room_Type 1",98,2018,12,Online,2
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",92,2018,3,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 2",47,2017,11,Online,1
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 2",70,2018,4,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,2018,9,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",75,2018,3,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2018,7,Corporate,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2018,7,Corporate,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",130,2018,9,Online,2
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Online,0
0,2,0,1,1,"Not Selected",0,"Room_Type 1",75,2018,11,Online,1
0,2,0,0,2,"Not Selected",0,"Room_Type 1",64,2018,1,Online,2
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",59,2018,9,Online,2
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,7,Corporate,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",29,2018,1,Online,0
1,2,1,2,2,"Meal Plan 1",0,"Room_Type 1",60,2018,12,Online,3
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Offline,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",29,2018,4,Offline,0
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",49,2018,11,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",41,2017,11,Online,1
2,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",26,2018,10,Online,0
2,2,2,2,1,"Meal Plan 1",0,"Room_Type 6",32,2018,4,Online,0
2,1,0,1,1,"Meal Plan 1",0,"Room_Type 4",32,2017,10,Online,1
1,3,0,1,2,"Meal Plan 1",0,"Room_Type 4",222,2018,12,Online,2
0,2,0,2,6,"Not Selected",0,"Room_Type 1",9,2018,2,Online,1
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 5",60,2018,6,Offline,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",109,2018,10,Online,0
1,2,1,2,3,"Meal Plan 1",0,"Room_Type 1",12,2017,8,Online,2
0,2,0,1,3,"Not Selected",0,"Room_Type 1",109,2018,4,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",224,2017,10,Offline,0
1,1,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,5,Online,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",37,2018,3,Online,1
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",11,2017,10,Offline,0
2,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",88,2018,11,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,1,Offline,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",12,2018,10,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",105,2018,4,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",101,2017,12,Offline,0
1,2,0,2,1,"Not Selected",0,"Room_Type 1",35,2018,5,Online,0
2,2,2,0,3,"Meal Plan 1",0,"Room_Type 5",94,2018,7,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",38,2018,9,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",308,2018,11,Online,2
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",30,2017,9,Online,2
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,2018,2,Corporate,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",221,2018,8,Online,0
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",35,2018,5,Corporate,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,2017,10,Online,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",18,2018,2,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",27,2018,5,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",213,2018,6,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",13,2017,11,Online,1
1,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",88,2017,10,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",125,2018,12,Offline,1
0,2,0,0,1,"Not Selected",0,"Room_Type 1",3,2018,7,Offline,1
0,0,1,2,4,"Meal Plan 1",0,"Room_Type 2",109,2018,4,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",140,2018,10,Online,1
0,2,0,0,1,"Not Selected",0,"Room_Type 1",3,2018,1,Online,0
0,2,0,0,3,"Not Selected",0,"Room_Type 1",98,2018,12,Online,2
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",13,2018,1,Offline,0
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",6,2017,12,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",91,2018,7,Online,2
0,3,0,0,0,"Meal Plan 1",0,"Room_Type 4",57,2018,4,Online,2
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,2018,9,Corporate,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",34,2018,8,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",87,2018,12,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",173,2018,1,Offline,0
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 4",167,2018,7,Online,0
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",219,2017,9,Online,0
1,2,0,1,5,"Meal Plan 1",0,"Room_Type 4",126,2018,5,Online,1
2,2,1,1,2,"Meal Plan 2",0,"Room_Type 1",33,2018,8,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,2018,2,Online,1
2,3,0,0,4,"Meal Plan 1",0,"Room_Type 4",103,2018,9,Online,1
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 4",25,2018,12,Online,2
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",68,2017,11,Offline,0
1,1,0,2,1,"Not Selected",0,"Room_Type 1",24,2018,12,Online,2
2,2,0,1,2,"Not Selected",0,"Room_Type 1",11,2018,4,Online,0
2,3,0,0,1,"Meal Plan 1",0,"Room_Type 4",116,2018,7,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",3,2018,2,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",103,2018,4,Online,1
2,2,0,1,2,"Not Selected",0,"Room_Type 1",13,2018,10,Online,2
2,2,2,0,1,"Meal Plan 2",0,"Room_Type 6",44,2018,8,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",54,2018,7,Offline,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,4,Online,0
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",5,2018,3,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",153,2018,7,Online,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",56,2018,9,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",59,2018,4,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2017,10,Offline,0
0,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",23,2018,9,Online,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 1",75,2018,5,Online,2
0,2,0,0,2,"Not Selected",0,"Room_Type 1",11,2017,8,Online,2
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",34,2018,9,Online,1
0,2,0,2,3,"Not Selected",0,"Room_Type 1",19,2018,2,Online,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",41,2018,12,Offline,0
0,3,0,2,2,"Meal Plan 1",0,"Room_Type 1",17,2017,12,Offline,1
2,3,0,1,1,"Meal Plan 1",0,"Room_Type 4",14,2018,3,Online,0
2,2,0,2,2,"Not Selected",0,"Room_Type 1",12,2018,8,Online,3
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",54,2018,10,Offline,0
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",191,2018,6,Online,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",53,2017,12,Online,1
1,2,0,1,2,"Not Selected",0,"Room_Type 1",109,2018,10,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",37,2018,8,Online,0
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",119,2018,6,Online,0
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",46,2018,3,Online,1
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
2,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",26,2018,5,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",301,2018,11,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",37,2018,5,Corporate,0
2,2,0,2,4,"Meal Plan 1",0,"Room_Type 4",7,2018,4,Online,0
2,2,0,1,0,"Not Selected",0,"Room_Type 4",0,2017,8,Online,0
2,2,0,1,0,"Meal Plan 1",1,"Room_Type 4",168,2018,5,Online,3
1,2,0,0,1,"Not Selected",1,"Room_Type 1",11,2018,2,Online,0
2,2,0,2,6,"Meal Plan 2",0,"Room_Type 1",107,2018,6,Online,1
2,2,2,1,3,"Meal Plan 1",0,"Room_Type 6",77,2018,5,Online,1
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",219,2017,9,Online,0
0,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",6,2018,2,Offline,0
0,2,0,2,1,"Not Selected",0,"Room_Type 1",54,2018,2,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",172,2018,9,Offline,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",8,2018,2,Online,0
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",100,2017,10,Online,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",95,2018,4,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",36,2018,2,Online,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",2,2018,3,Online,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",69,2018,5,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",140,2018,5,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",12,2018,5,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",14,2017,9,Online,1
2,2,1,1,2,"Meal Plan 2",0,"Room_Type 1",34,2018,8,Online,1
0,1,0,1,5,"Meal Plan 1",0,"Room_Type 1",349,2018,10,Online,0
2,2,0,1,0,"Not Selected",0,"Room_Type 1",68,2018,6,Online,1
0,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",3,2017,10,Corporate,0
2,2,1,0,3,"Meal Plan 1",0,"Room_Type 1",172,2018,10,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",159,2018,8,Offline,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",16,2017,10,Online,1
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,Online,0
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",377,2018,10,Offline,0
2,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",36,2018,8,Online,1
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,2018,6,Offline,0
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",275,2018,10,Online,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",16,2018,2,Complementary,0
0,2,0,2,3,"Not Selected",0,"Room_Type 1",11,2018,11,Online,0
2,2,0,0,3,"Meal Plan 1",1,"Room_Type 1",22,2018,10,Online,1
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",4,2017,9,Online,2
0,2,0,2,2,"Not Selected",0,"Room_Type 1",84,2018,4,Online,0
2,2,2,2,4,"Meal Plan 1",0,"Room_Type 6",20,2018,11,Online,4
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",99,2018,2,Corporate,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",97,2018,8,Offline,0
1,2,0,2,0,"Not Selected",0,"Room_Type 1",1,2018,11,Online,0
0,1,0,2,7,"Meal Plan 1",0,"Room_Type 1",0,2017,8,Complementary,0
2,2,0,1,5,"Meal Plan 1",0,"Room_Type 4",22,2018,6,Online,0
2,2,0,2,2,"Meal Plan 2",0,"Room_Type 4",37,2018,6,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,2018,6,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",221,2017,10,Offline,0
1,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",52,2018,9,Online,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",20,2018,5,Aviation,0
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 4",109,2018,5,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",157,2018,12,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",33,2017,10,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",90,2018,4,Online,1
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",61,2018,4,Online,0
2,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,2018,9,Online,1
1,2,0,1,1,"Not Selected",0,"Room_Type 1",52,2018,4,Online,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Online,0
1,2,0,0,2,"Not Selected",0,"Room_Type 1",29,2018,6,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,6,Online,1
2,2,0,0,2,"Not Selected",0,"Room_Type 1",23,2018,10,Online,1
2,3,0,2,5,"Meal Plan 1",0,"Room_Type 6",87,2018,7,Online,2
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",39,2018,7,Online,0
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,5,Online,2
0,2,0,1,3,"Not Selected",0,"Room_Type 1",20,2018,12,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",15,2017,9,Online,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,2018,9,Online,0
1,2,0,0,1,"Not Selected",0,"Room_Type 1",3,2018,4,Online,0
0,2,0,1,2,"Not Selected",0,"Room_Type 1",54,2018,11,Online,2
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",44,2018,4,Online,1
1,2,0,0,2,"Not Selected",1,"Room_Type 1",90,2018,8,Offline,0
2,1,0,1,3,"Meal Plan 1",0,"Room_Type 4",9,2018,5,Online,0
0,2,1,0,2,"Meal Plan 1",0,"Room_Type 1",69,2017,7,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",10,2017,11,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 2",2,2018,1,Online,0
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",14,2018,8,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",79,2017,7,Complementary,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",17,2018,9,Online,1
0,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",169,2018,9,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",194,2018,9,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",74,2018,3,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",249,2018,9,Online,1
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",221,2018,8,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 5",34,2018,4,Offline,0
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",83,2018,10,Online,2
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",4,2018,2,Corporate,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",150,2018,1,Offline,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,2018,2,Corporate,0
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",85,2017,9,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",63,2018,5,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",81,2018,6,Online,0
2,2,0,1,5,"Meal Plan 1",0,"Room_Type 4",7,2018,12,Online,2
1,2,0,1,3,"Not Selected",0,"Room_Type 1",161,2018,7,Online,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",205,2017,7,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",131,2018,5,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,5,Corporate,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",133,2018,3,Offline,1
2,2,1,1,2,"Meal Plan 1",0,"Room_Type 6",68,2018,5,Online,0
2,3,0,0,4,"Meal Plan 1",0,"Room_Type 4",21,2018,6,Online,3
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",72,2018,5,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",118,2018,11,Online,1
1,1,0,2,2,"Meal Plan 1",0,"Room_Type 1",37,2017,9,Online,0
